study_number,title,author,publication_year,sample_id,location,sample_type,grab_composite,fraction,sample_size_ml,sample_size_g,concentration_method,extraction_method,PCR_method,primer,target_gene,original_copy_number_vol,original_copy_number_mass,copy_number_ml,log_copy_number_ml,root_3_copy_number_ml,copy_number_g,log_copy_number_g,root_3_copy_number_g,ct,positivity,positive_negative,positive_negative_num,detection_kit,population,case_original,case_cumulative,case_daily,case_active,case_hospitalized,case_weekly,digitalizer,study_info,date
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_140,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,473,NA,NA,NA,473,2.674861141,7.791487536,NA,Cq < 40 ,Positive,1,NA,1500000,14.87,NA,0.99,NA,NA,NA,yes,POTW_B,2020-Apr-26
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_141,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,13.94,NA,0.93,NA,NA,NA,yes,POTW_B,2020-Apr-27
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_142,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,13.01,NA,0.87,NA,NA,NA,yes,POTW_B,2020-Apr-28
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_143,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,12.08,NA,0.81,NA,NA,NA,yes,POTW_B,2020-Apr-29
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_144,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,248,NA,NA,NA,248,2.394451681,6.282761305,NA,Cq < 40 ,Positive,1,NA,1500000,11.15,NA,0.74,NA,NA,NA,yes,POTW_B,2020-Apr-30
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_145,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,10.22,NA,0.68,NA,NA,NA,yes,POTW_B,2020-May-02
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_146,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,142,NA,NA,NA,142,2.152288344,5.217103446,NA,Cq < 40 ,Positive,1,NA,1500000,11.15,NA,0.74,NA,NA,NA,yes,POTW_B,2020-May-03
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_147,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,12.08,NA,0.81,NA,NA,NA,yes,POTW_B,2020-May-04
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_148,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,165,NA,NA,NA,165,2.217483944,5.484806552,NA,Cq < 40 ,Positive,1,NA,1500000,13.01,NA,0.87,NA,NA,NA,yes,POTW_B,2020-May-05
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_149,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,13.01,NA,0.87,NA,NA,NA,yes,POTW_B,2020-May-06
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_150,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,12.08,NA,0.81,NA,NA,NA,yes,POTW_B,2020-May-07
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_151,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,11.15,NA,0.74,NA,NA,NA,yes,POTW_B,2020-May-08
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_152,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,165,NA,NA,NA,165,2.217483944,5.484806552,NA,Cq < 40 ,Positive,1,NA,1500000,10.22,NA,0.68,NA,NA,NA,yes,POTW_B,2020-May-09
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_153,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,10.22,NA,0.68,NA,NA,NA,yes,POTW_B,2020-May-10
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_154,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,1194,NA,NA,NA,1194,3.077004327,10.60884512,NA,Cq < 40 ,Positive,1,NA,1500000,11.15,NA,0.74,NA,NA,NA,yes,POTW_B,2020-May-11
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_155,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,12.08,NA,0.81,NA,NA,NA,yes,POTW_B,2020-May-12
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_156,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,13.01,NA,0.87,NA,NA,NA,yes,POTW_B,2020-May-13
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_157,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,165,NA,NA,NA,165,2.217483944,5.484806552,NA,Cq < 40 ,Positive,1,NA,1500000,13.01,NA,0.87,NA,NA,NA,yes,POTW_B,2020-May-14
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_158,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,13.01,NA,0.87,NA,NA,NA,yes,POTW_B,2020-May-15
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_159,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,13.01,NA,0.87,NA,NA,NA,yes,POTW_B,2020-May-16
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_160,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,13.94,NA,0.93,NA,NA,NA,yes,POTW_B,2020-May-17
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_161,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,59,NA,NA,NA,59,1.770852012,3.892996416,NA,Cq < 40 ,Positive,1,NA,1500000,15.8,NA,1.05,NA,NA,NA,yes,POTW_B,2020-May-18
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_162,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,343,NA,NA,NA,343,2.53529412,7,NA,Cq < 40 ,Positive,1,NA,1500000,17.66,NA,1.18,NA,NA,NA,yes,POTW_B,2020-May-19
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_163,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,296,NA,NA,NA,296,2.471291711,6.664443703,NA,Cq < 40 ,Positive,1,NA,1500000,18.59,NA,1.24,NA,NA,NA,yes,POTW_B,2020-May-20
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_164,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,14.87,NA,0.99,NA,NA,NA,yes,POTW_B,2020-May-22
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_165,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,95,NA,NA,NA,95,1.977723605,4.562902635,NA,Cq < 40 ,Positive,1,NA,1500000,12.08,NA,0.81,NA,NA,NA,yes,POTW_B,2020-May-23
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_166,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,343,NA,NA,NA,343,2.53529412,7,NA,Cq < 40 ,Positive,1,NA,1500000,13.01,NA,0.87,NA,NA,NA,yes,POTW_B,2020-May-25
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_167,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,213,NA,NA,NA,213,2.328379603,5.97209262,NA,Cq < 40 ,Positive,1,NA,1500000,14.87,NA,0.99,NA,NA,NA,yes,POTW_B,2020-May-26
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_168,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,1111,NA,NA,NA,1111,3.045714059,10.35709643,NA,Cq < 40 ,Positive,1,NA,1500000,16.73,NA,1.12,NA,NA,NA,yes,POTW_B,2020-May-27
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_169,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,142,NA,NA,NA,142,2.152288344,5.217103446,NA,Cq < 40 ,Positive,1,NA,1500000,16.73,NA,1.12,NA,NA,NA,yes,POTW_B,2020-May-28
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_170,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,745,NA,NA,NA,745,2.872156273,9.065367701,NA,Cq < 40 ,Positive,1,NA,1500000,16.73,NA,1.12,NA,NA,NA,yes,POTW_B,2020-May-29
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_171,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,213,NA,NA,NA,213,2.328379603,5.97209262,NA,Cq < 40 ,Positive,1,NA,1500000,16.73,NA,1.12,NA,NA,NA,yes,POTW_B,2020-May-30
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_172,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,16.73,NA,1.12,NA,NA,NA,yes,POTW_B,2020-May-31
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_173,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,532,NA,NA,NA,532,2.725911632,8.102839019,NA,Cq < 40 ,Positive,1,NA,1500000,19.52,NA,1.3,NA,NA,NA,yes,POTW_B,2020-Jun-02
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_174,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,1288,NA,NA,NA,1288,3.109915863,10.88024365,NA,Cq < 40 ,Positive,1,NA,1500000,21.38,NA,1.43,NA,NA,NA,yes,POTW_B,2020-Jun-04
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_175,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,414,NA,NA,NA,414,2.617000341,7.453039914,NA,Cq < 40 ,Positive,1,NA,1500000,22.3,NA,1.49,NA,NA,NA,yes,POTW_B,2020-Jun-07
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_176,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,1797,NA,NA,NA,1797,3.254548077,12.15764223,NA,Cq < 40 ,Positive,1,NA,1500000,28.81,NA,1.92,NA,NA,NA,yes,POTW_B,2020-Jun-09
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_177,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,839,NA,NA,NA,839,2.923761961,9.431642272,NA,Cq < 40 ,Positive,1,NA,1500000,35.32,NA,2.35,NA,NA,NA,yes,POTW_B,2020-Jun-11
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_178,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,390,NA,NA,NA,390,2.591064607,7.306143574,NA,Cq < 40 ,Positive,1,NA,1500000,39.03,NA,2.6,NA,NA,NA,yes,POTW_B,2020-Jun-14
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_179,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,366,NA,NA,NA,366,2.563481085,7.153090095,NA,Cq < 40 ,Positive,1,NA,1500000,53.9,NA,3.59,NA,NA,NA,yes,POTW_B,2020-Jun-16
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_180,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,827,NA,NA,NA,827,2.91750551,9.38646006,NA,Cq < 40 ,Positive,1,NA,1500000,68.77,NA,4.58,NA,NA,NA,yes,POTW_B,2020-Jun-18
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_181,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,70.63,NA,4.71,NA,NA,NA,yes,POTW_B,2020-Jun-21
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_182,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,1076,NA,NA,NA,1076,3.031812271,10.24717352,NA,Cq < 40 ,Positive,1,NA,1500000,96.65,NA,6.44,NA,NA,NA,yes,POTW_B,2020-Jun-23
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_183,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,0,NA,NA,NA,0,NA,0,NA,Cq < 40 ,Negative,0,NA,1500000,98.51,NA,6.57,NA,NA,NA,yes,POTW_B,2020-Jun-25
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_184,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,1348,NA,NA,NA,1348,3.129689892,11.04663397,NA,Cq < 40 ,Positive,1,NA,1500000,93.87,NA,6.26,NA,NA,NA,yes,POTW_B,2020-Jun-28
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_185,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,1714,NA,NA,NA,1714,3.234010818,11.96750468,NA,Cq < 40 ,Positive,1,NA,1500000,102.23,NA,6.82,NA,NA,NA,yes,POTW_B,2020-Jun-30
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_186,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,650,NA,NA,NA,650,2.812913357,8.662391053,NA,Cq < 40 ,Positive,1,NA,1500000,101.3,NA,6.75,NA,NA,NA,yes,POTW_B,2020-Jul-02
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_187,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,1442,NA,NA,NA,1442,3.15896526,11.29765791,NA,Cq < 40 ,Positive,1,NA,1500000,113.38,NA,7.56,NA,NA,NA,yes,POTW_B,2020-Jul-05
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_188,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,745,NA,NA,NA,745,2.872156273,9.065367701,NA,Cq < 40 ,Positive,1,NA,1500000,179.37,NA,11.96,NA,NA,NA,yes,POTW_B,2020-Jul-07
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_189,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,2459,NA,NA,NA,2459,3.390758529,13.49748467,NA,Cq < 40 ,Positive,1,NA,1500000,183.09,NA,12.21,NA,NA,NA,yes,POTW_B,2020-Jul-09
10,SARS-CoV-2 in wastewater settled solids is associated with COVID-19 cases in a large urban sewershed,"Graham, K et al.",2021,S10_190,WWTP,Primary solids,Composite,SO,NA,1.8-2.8,No concentration,RNeasy PowerSoil Total RNA Kit,ddPCR,CDC_N2,N,NA,4255,NA,NA,NA,4255,3.628899564,16.2044087,NA,Cq < 40 ,Positive,1,NA,1500000,172.86,NA,11.52,NA,NA,NA,yes,POTW_B,2020-Jul-12
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_70,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.12,NA,133,2.123851641,5.104468722,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,67455,0,0,NA,NA,NA,NA,yes,Molina,2020-Mar-12
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_71,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.16,NA,144,2.158362492,5.241482788,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,67455,0,0,NA,NA,NA,NA,yes,Molina,2020-Mar-16
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_72,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.45,NA,284,2.45331834,6.573138451,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,67455,16.5,16.5,NA,NA,NA,NA,yes,Molina,2020-Mar-18
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_73,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.31,NA,206,2.31386722,5.905940584,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,67455,35.8,35.8,NA,NA,NA,NA,yes,Molina,2020-Mar-26
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_74,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.11,NA,128,2.10720997,5.0396842,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,67455,55.5,55.5,NA,NA,NA,NA,yes,Molina,2020-April-02
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_75,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.61,NA,406,2.608526034,7.404720631,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,67455,83.3,83.3,NA,NA,NA,NA,yes,Molina,2020-April-07
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_76,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.33,NA,215,2.33243846,5.990726415,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,67455,97.4,97.4,NA,NA,NA,NA,yes,Molina,2020-April-14
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_77,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,6.04,NA,1098,3.04060234,10.31654112,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,73057,0,0,NA,NA,NA,NA,yes,Lorca,2020-Mar-12
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_78,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,0,NA,0,NA,0,NA,NA,NA,NA,<40,Negative,0,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,73057,0,0,NA,NA,NA,NA,yes,Lorca,2020-Mar-16
